2709,-1120,264,15600,-186,247,-121
2726,-1156,280,15588,-208,255,-125
2726,-1156,280,15588,-208,255,-125
2727,-1220,312,15676,-218,249,-119
2728,-1156,304,15644,-201,225,-113
2728,-1156,304,15644,-201,225,-113
2729,-1088,316,15632,-189,242,-110
2729,-1088,316,15632,-189,242,-110
2730,-1044,312,15688,-189,248,-97
2730,-1044,312,15688,-189,248,-97
2731,-1020,316,15664,-186,242,-110
2731,-1020,316,15664,-186,242,-110
2732,-1120,212,15632,-183,256,-126
2732,-1120,212,15632,-183,256,-126
2733,-1088,308,15644,-202,254,-125
2740,-1284,292,15552,-181,238,-96
2741,-1284,292,15552,-181,238,-96
2741,-1232,328,15720,-191,243,-108
2742,-1232,328,15720,-191,243,-108
2743,-1152,240,15696,-212,246,-115
2743,-1152,240,15696,-212,246,-115
2744,-1048,216,15776,-213,236,-129
2744,-1048,216,15776,-213,236,-129
2745,-1180,320,15848,-221,248,-120
2745,-1180,320,15848,-221,248,-120
2746,-1160,260,15824,-208,260,-131
2746,-1108,292,15752,-186,254,-119
2747,-1108,292,15752,-186,254,-119
2747,-1148,284,15636,-190,258,-121
2748,-1148,284,15636,-190,258,-121
2755,-1040,324,15780,-200,237,-110
2756,-1040,324,15780,-200,237,-110
2756,-1188,284,15832,-200,234,-114
2757,-1188,284,15832,-200,234,-114
2757,-1268,308,15708,-186,227,-112
2758,-1268,308,15708,-186,227,-112
2759,-1172,320,15616,-170,240,-102
2759,-1172,320,15616,-170,240,-102
2760,-1052,336,15788,-187,264,-98
2760,-1156,316,15720,-213,273,-100
2761,-1156,316,15720,-213,273,-100
2761,-1140,280,15668,-207,246,-117
2762,-1140,280,15668,-207,246,-117
2762,-1200,344,15732,-193,220,-122
2763,-1200,344,15732,-193,220,-122
2770,-1080,316,15676,-194,240,-93
2771,-1080,316,15676,-194,240,-93
2771,-1168,400,15564,-200,239,-123
2772,-1168,400,15564,-200,239,-123
2772,-1144,320,15580,-217,254,-142
2773,-1144,320,15580,-217,254,-142
2773,-1072,304,15676,-217,255,-112
2774,-1040,268,15732,-207,229,-99
2775,-1040,268,15732,-207,229,-99
2775,-1124,328,15588,-199,243,-113
2776,-1124,328,15588,-199,243,-113
2776,-1164,332,15656,-200,244,-101
2777,-1164,332,15656,-200,244,-101
2777,-1152,312,15672,-196,247,-96
2785,-1152,260,15604,-211,242,-117
2785,-1160,204,15652,-213,236,-135
2786,-1160,204,15652,-213,236,-135
2786,-1160,380,15652,-200,231,-130
2787,-1160,380,15652,-200,231,-130
2787,-1108,336,15664,-197,249,-114
2788,-1136,304,15760,-215,253,-111
2788,-1136,304,15760,-215,253,-111
2789,-1120,180,15720,-212,233,-106
2789,-1120,180,15720,-212,233,-106
2790,-1064,216,15776,-199,230,-107
2791,-1064,216,15776,-199,230,-107
2791,-1132,292,15776,-202,256,-109
2792,-1132,292,15776,-202,256,-109
2792,-1132,272,15656,-218,264,-108
2800,-1304,212,15732,-195,245,-109
2800,-1216,316,15596,-196,258,-124
2801,-1216,316,15596,-196,258,-124
2801,-1056,356,15736,-203,258,-132
2802,-1184,332,15672,-215,254,-127
2802,-1184,332,15672,-215,254,-127
2803,-1072,428,15692,-203,274,-129
2803,-1072,428,15692,-203,274,-129
2804,-1076,324,15700,-193,269,-118
2804,-1076,324,15700,-193,269,-118
2805,-1072,308,15696,-209,231,-118
2806,-1072,308,15696,-209,231,-118
2806,-1024,400,15680,-215,207,-104
2807,-1024,400,15680,-215,207,-104
2807,-1100,312,15660,-207,217,-120
2815,-1208,356,15656,-217,242,-115
2815,-1196,308,15628,-222,249,-117
2816,-1088,320,15740,-203,226,-110
2816,-1088,320,15740,-203,226,-110
2817,-1040,356,15668,-178,235,-93
2817,-1040,356,15668,-178,235,-93
2818,-1096,268,15660,-193,239,-104
2818,-1096,268,15660,-193,239,-104
2819,-1068,348,15676,-194,239,-106
2819,-1068,348,15676,-194,239,-106
2820,-1128,260,15668,-179,240,-104
2820,-1128,260,15668,-179,240,-104
2821,-1200,316,15672,-176,246,-103
2822,-1164,308,15696,-191,261,-114
2829,-1216,260,15720,-200,231,-98
2829,-1152,252,15680,-203,260,-106
2830,-1152,252,15680,-203,260,-106
2831,-1152,384,15708,-213,261,-116
2831,-1152,384,15708,-213,261,-116
2832,-1192,340,15560,-197,253,-108
2832,-1192,340,15560,-197,253,-108
2833,-1188,388,15512,-199,251,-120
2833,-1188,388,15512,-199,251,-120
2834,-1072,280,15564,-205,247,-117
2834,-1120,328,15588,-203,247,-118
2835,-1120,328,15588,-203,247,-118
2835,-1168,268,15632,-193,238,-126
2836,-1168,268,15632,-193,238,-126
2836,-1120,312,15612,-198,233,-125
2844,-1212,300,15692,-198,249,-125
2844,-1124,328,15708,-219,239,-124
2845,-1124,328,15708,-219,239,-124
2845,-1188,368,15576,-212,237,-111
2846,-1188,368,15576,-212,237,-111
2847,-1132,328,15668,-197,226,-117
2847,-1132,328,15668,-197,226,-117
2848,-1136,276,15624,-211,222,-110
2848,-1088,232,15608,-212,239,-112
2849,-1088,232,15608,-212,239,-112
2849,-1064,272,15660,-206,262,-117
2850,-1064,272,15660,-206,262,-117
2850,-1124,324,15748,-203,253,-116
2851,-1124,324,15748,-203,253,-116
2851,-1264,268,15664,-205,241,-110
2859,-1084,356,15716,-213,236,-150
2859,-1100,312,15600,-211,257,-136
2860,-1100,312,15600,-211,257,-136
2860,-1128,336,15584,-194,251,-120
2861,-1128,336,15584,-194,251,-120
2861,-1088,328,15588,-187,251,-113
2862,-1076,312,15612,-196,254,-104
2863,-1076,312,15612,-196,254,-104
2863,-1168,372,15744,-200,243,-107
2864,-1168,372,15744,-200,243,-107
2864,-1244,400,15708,-202,256,-105
2865,-1244,400,15708,-202,256,-105
2865,-1244,384,15684,-202,252,-118
2866,-1244,384,15684,-202,252,-118
2873,-1208,336,15620,-207,254,-127
2874,-1208,336,15620,-207,254,-127
2874,-1140,312,15680,-196,238,-129
2875,-1140,312,15680,-196,238,-129
2875,-1248,360,15648,-193,232,-129
2876,-1176,264,15700,-214,250,-131
2876,-1176,264,15700,-214,250,-131
2877,-1124,284,15660,-226,249,-128
2878,-1124,284,15660,-226,249,-128
2878,-1240,292,15680,-204,237,-107
2879,-1240,292,15680,-204,237,-107
2879,-1168,272,15684,-195,250,-103
2880,-1168,272,15684,-195,250,-103
2880,-1108,328,15704,-199,259,-100
2881,-1108,328,15704,-199,259,-100
2888,-1112,332,15744,-208,245,-117
2889,-1112,332,15744,-208,245,-117
2889,-1104,352,15736,-197,259,-110
2890,-1076,280,15660,-200,258,-124
2890,-1076,280,15660,-200,258,-124
2891,-1116,256,15652,-201,266,-119
2891,-1116,256,15652,-201,266,-119
2892,-1204,308,15796,-213,269,-117
2892,-1204,308,15796,-213,269,-117
2893,-1128,232,15724,-205,265,-123
2894,-1128,232,15724,-205,265,-123
2894,-1220,260,15696,-198,239,-134
2895,-1220,260,15696,-198,239,-134
2895,-1092,304,15620,-203,237,-129
2903,-1232,324,15564,-199,226,-102
2903,-1108,384,15624,-209,244,-94
2904,-1156,316,15668,-210,248,-106
2904,-1156,316,15668,-210,248,-106
2905,-1188,340,15672,-203,229,-107
2905,-1188,340,15672,-203,229,-107
2906,-1192,260,15824,-198,240,-110
2906,-1192,260,15824,-198,240,-110
2907,-1128,320,15652,-202,264,-115
2907,-1128,320,15652,-202,264,-115
2908,-1228,292,15672,-200,276,-115
2908,-1184,356,15744,-206,255,-116
2909,-1184,356,15744,-206,255,-116
2910,-1116,292,15680,-194,248,-127
2910,-1116,292,15680,-194,248,-127
2917,-1108,312,15556,-192,233,-110
2918,-1108,312,15556,-192,233,-110
2919,-1172,336,15664,-187,253,-126
2919,-1172,336,15664,-187,253,-126
2920,-1184,296,15680,-181,269,-115
2920,-1184,296,15680,-181,269,-115
2921,-1144,276,15772,-195,251,-98
2921,-1144,276,15772,-195,251,-98
2922,-1132,292,15704,-206,243,-96
2922,-1228,316,15564,-221,246,-99
2923,-1228,316,15564,-221,246,-99
