-1128,380,15768,-209,230,-110
-1012,376,15632,-204,253,-116
-1012,376,15632,-204,253,-116
-988,356,15740,-213,261,-107
-988,356,15740,-213,261,-107
-996,300,15708,-211,248,-119
-996,300,15708,-211,248,-119
-960,308,15692,-209,240,-126
-960,308,15692,-209,240,-126
-1012,268,15608,-189,247,-120
-1012,268,15608,-189,247,-120
-984,280,15648,-198,253,-118
-984,280,15648,-198,253,-118
-1024,296,15560,-221,247,-113
-1024,296,15560,-221,247,-113
-1012,280,15740,-210,253,-103
-1012,280,15740,-210,253,-103
-872,332,15704,-211,282,-130
-1032,332,15708,-185,238,-137
-1032,332,15708,-185,238,-137
-1004,356,15688,-191,235,-126
-1004,356,15688,-191,235,-126
-1052,272,15752,-193,267,-112
-1052,272,15752,-193,267,-112
-1028,244,15712,-195,274,-93
-1028,244,15712,-195,274,-93
-968,224,15684,-203,254,-97
-968,224,15684,-203,254,-97
-940,292,15672,-214,238,-108
-940,292,15672,-214,238,-108
-1020,316,15648,-212,230,-111
-1092,292,15640,-208,252,-103
-1092,292,15640,-208,252,-103
-1040,272,15692,-192,244,-112
-1040,272,15692,-192,244,-112
-1012,292,15664,-208,222,-114
-1012,292,15664,-208,222,-114
-1044,376,15620,-206,235,-118
-1044,376,15620,-206,235,-118
-920,412,15684,-212,266,-115
-920,412,15684,-212,266,-115
-920,336,15588,-212,281,-108
-920,336,15588,-212,281,-108
-928,244,15640,-210,258,-115
-948,280,15712,-203,258,-108
-948,280,15712,-203,258,-108
-1060,268,15612,-198,271,-105
-1060,268,15612,-198,271,-105
-1020,312,15596,-199,264,-111
-1020,312,15596,-199,264,-111
-980,352,15548,-194,250,-98
-980,352,15548,-194,250,-98
-1052,264,15664,-197,246,-115
-1068,236,15764,-202,251,-97
-1088,268,15612,-204,269,-110
-1088,268,15612,-204,269,-110
-1012,284,15628,-192,270,-117
-976,308,15764,-193,255,-121
-976,308,15764,-193,255,-121
-992,336,15808,-196,245,-112
-992,336,15808,-196,245,-112
-1036,324,15628,-211,247,-95
-1036,324,15628,-211,247,-95
-1072,296,15608,-208,263,-121
