-1064,324,15692,-192,253,-130
-1052,412,15632,-203,239,-108
-1028,264,15616,-196,231,-131
-1028,264,15616,-196,231,-131
-1164,284,15648,-202,233,-121
-1100,256,15700,-206,254,-119
-1100,256,15700,-206,254,-119
-1052,268,15652,-215,242,-123
-1052,268,15652,-215,242,-123
-1144,312,15660,-210,248,-114
-1144,312,15660,-210,248,-114
-1152,228,15612,-200,259,-107
-1152,228,15612,-200,259,-107
-1140,264,15712,-198,265,-119
-1140,264,15712,-198,265,-119
-1164,304,15800,-203,236,-134
-1164,304,15800,-203,236,-134
-1148,384,15660,-195,208,-111
-1128,284,15612,-196,252,-103
-1128,284,15612,-196,252,-103
-1080,248,15700,-201,260,-108
-1080,248,15700,-201,260,-108
-1056,212,15692,-209,250,-108
-1056,212,15692,-209,250,-108
-1188,276,15572,-200,236,-112
-1188,276,15572,-200,236,-112
-1056,300,15576,-208,240,-113
-1056,300,15576,-208,240,-113
-996,228,15604,-204,262,-117
-996,228,15604,-204,262,-117
-996,220,15604,-187,266,-120
-996,220,15604,-187,266,-120
-1032,328,15716,-195,245,-135
-1032,328,15716,-195,245,-135
-1040,272,15700,-199,249,-134
-1072,252,15736,-192,231,-102
-1072,252,15736,-192,231,-102
-1016,244,15660,-204,245,-108
-1016,244,15660,-204,245,-108
-1044,272,15608,-208,246,-123
-1044,272,15608,-208,246,-123
-1016,356,15752,-215,262,-123
-1016,356,15752,-215,262,-123
-1032,452,15712,-211,261,-119
-1032,452,15712,-211,261,-119
-1056,388,15720,-207,231,-108
-1056,388,15720,-207,231,-108
-1084,344,15676,-201,244,-105
-1056,180,15612,-197,253,-93
-1056,180,15612,-197,253,-93
-1000,208,15612,-202,260,-106
-1000,208,15612,-202,260,-106
-1132,368,15648,-197,254,-122
-1132,368,15648,-197,254,-122
-1112,336,15608,-201,247,-127
-1112,336,15608,-201,247,-127
-1044,448,15784,-198,237,-113
-1044,448,15784,-198,237,-113
-996,308,15636,-190,234,-112
-996,308,15636,-190,234,-112
-1044,188,15824,-199,255,-116
-996,228,15616,-198,271,-109
-996,228,15616,-198,271,-109
-932,308,15636,-224,250,-116
-932,308,15636,-224,250,-116
-944,296,15528,-213,248,-109
-944,296,15528,-213,248,-109
-1008,256,15632,-188,253,-92
-1008,256,15632,-188,253,-92
-1044,316,15552,-192,257,-144
-1044,316,15552,-192,257,-144
-1040,260,15564,-181,251,-123
-1040,260,15564,-181,251,-123
-1052,308,15644,-201,240,-121
-1072,380,15636,-204,241,-125
-1072,380,15636,-204,241,-125
-1052,368,15788,-209,274,-130
-1052,368,15788,-209,274,-130
-1024,360,15600,-225,271,-126
-1024,360,15600,-225,271,-126
-1092,312,15672,-211,259,-121
-1092,312,15672,-211,259,-121
-1060,376,15696,-198,255,-91
-1060,376,15696,-198,255,-91
-1132,280,15672,-205,275,-112
-1132,280,15672,-205,275,-112
-1100,248,15768,-186,257,-120
-1040,292,15480,-186,245,-107
-1040,292,15480,-186,245,-107
-1012,276,15496,-194,261,-103
-1012,276,15496,-194,261,-103
-1088,284,15628,-199,277,-96
-1088,284,15628,-199,277,-96
-1068,276,15640,-199,273,-115
-1068,276,15640,-199,273,-115
-1020,268,15752,-198,236,-126
-1020,268,15752,-198,236,-126
-1076,320,15580,-193,247,-114
-1076,320,15580,-193,247,-114
-1112,192,15728,-192,263,-103
-1112,192,15728,-192,263,-103
-1040,248,15724,-193,259,-121
-1040,248,15724,-193,259,-121
-1012,296,15752,-190,254,-115
-1116,368,15856,-215,264,-122
-1116,368,15856,-215,264,-122
-1088,292,15768,-215,265,-106
-1088,292,15768,-215,265,-106
-1068,220,15684,-203,256,-115
-1068,220,15684,-203,256,-115
-1056,328,15700,-182,241,-131
-1056,328,15700,-182,241,-131
-1036,384,15696,-176,225,-122
-1036,384,15696,-176,225,-122
-1048,320,15720,-183,219,-115
-1048,320,15720,-183,219,-115
-1068,220,15760,-211,237,-90
-1088,312,15768,-210,262,-109
-1088,312,15768,-210,262,-109
-1140,328,15744,-192,260,-137
-1140,328,15744,-192,260,-137
-1000,284,15756,-204,250,-111
-1000,284,15756,-204,250,-111
-1132,336,15824,-200,256,-127
-1132,336,15824,-200,256,-127
-1112,340,15688,-201,256,-135
-1112,340,15688,-201,256,-135
-1108,252,15580,-203,241,-118
-1108,252,15580,-203,241,-118
-1036,304,15776,-189,244,-119
-1064,348,15776,-186,251,-110
-1064,348,15776,-186,251,-110
-1048,192,15748,-196,263,-116
-1048,192,15748,-196,263,-116
-1048,224,15716,-194,262,-129
-1048,224,15716,-194,262,-129
-976,324,15656,-197,248,-122
-976,324,15656,-197,248,-122
-968,392,15732,-183,232,-105
-968,392,15732,-183,232,-105
-1004,344,15648,-186,260,-99
-1004,344,15648,-186,260,-99
-1092,312,15596,-200,263,-97
-1108,300,15652,-208,236,-112
-1108,300,15652,-208,236,-112
-1104,388,15744,-198,224,-122
-1104,388,15744,-198,224,-122
-1080,396,15700,-194,249,-120
-1080,396,15700,-194,249,-120
-1036,312,15624,-196,242,-140
-1036,312,15624,-196,242,-140
-1116,324,15588,-195,238,-136
-1116,324,15588,-195,238,-136
-1068,312,15564,-202,248,-118
-1068,312,15564,-202,248,-118
-1024,236,15460,-194,253,-122
-984,252,15680,-182,260,-130
-984,252,15680,-182,260,-130
-1048,260,15628,-190,252,-132
-1048,260,15628,-190,252,-132
-1132,320,15764,-199,253,-129
-1132,320,15764,-199,253,-129
-1024,284,15724,-200,257,-113
-1024,284,15724,-200,257,-113
-1020,264,15600,-204,256,-109
-1020,264,15600,-204,256,-109
-968,292,15668,-206,246,-120
-968,292,15668,-206,246,-120
-1064,324,15740,-197,267,-128
-1064,324,15740,-197,267,-128
-988,284,15720,-204,291,-141
-988,284,15720,-204,291,-141
-1012,292,15688,-185,252,-116
-1044,328,15568,-180,257,-100
-1044,328,15568,-180,257,-100
-1124,324,15580,-194,260,-121
-1124,324,15580,-194,260,-121
-1124,312,15568,-216,251,-117
-1124,312,15568,-216,251,-117
-1024,292,15568,-224,254,-121
-1024,292,15568,-224,254,-121
-996,332,15728,-207,243,-125
