-1072,472,15652,-170,269,-107
-1056,228,15764,-234,224,-125
-1056,228,15764,-234,224,-125
-1064,200,15848,-233,199,-121
-1064,200,15848,-233,199,-121
-996,136,15788,-236,191,-124
-996,136,15788,-236,191,-124
-1028,124,15580,-243,213,-103
-1056,76,15532,-230,222,-97
-1056,76,15532,-230,222,-97
-1040,100,15480,-213,226,-108
-1040,100,15480,-213,226,-108
-1100,112,15484,-196,223,-123
-1100,112,15484,-196,223,-123
-1160,224,15336,-197,251,-122
-1160,224,15336,-197,251,-122
-1160,176,15356,-212,262,-117
-1160,176,15356,-212,262,-117
-1196,272,15404,-186,281,-118
-1196,272,15404,-186,281,-118
-1100,256,15348,-190,259,-113
-1152,376,15460,-193,259,-100
-1152,376,15460,-193,259,-100
-1184,428,15536,-178,285,-88
-1184,428,15536,-178,285,-88
-1148,404,15568,-177,282,-87
-1148,404,15568,-177,282,-87
-1156,376,15612,-174,276,-107
-1156,376,15612,-174,276,-107
-1184,356,15676,-182,287,-113
-1184,356,15676,-182,287,-113
-1140,400,15712,-167,290,-107
-1140,400,15712,-167,290,-107
-1000,368,15732,-161,280,-94
-1000,368,15732,-161,280,-94
-1024,408,15912,-221,196,-102
-1108,424,15864,-217,203,-121
-1108,424,15864,-217,203,-121
-1120,332,15828,-207,230,-119
-1120,332,15828,-207,230,-119
-1076,312,15804,-228,236,-120
-1076,312,15804,-228,236,-120
-1076,316,15812,-236,242,-120
-1076,316,15812,-236,242,-120
-952,248,15668,-245,217,-121
-952,248,15668,-245,217,-121
-1032,260,15692,-243,232,-108
-1032,260,15692,-243,232,-108
-1020,252,15652,-232,234,-108
-1020,252,15652,-232,234,-108
-1040,248,15616,-228,230,-112
-1044,184,15588,-225,225,-114
-1156,184,15520,-222,247,-123
-1208,144,15296,-217,237,-135
-1208,144,15296,-217,237,-135
-1132,108,15324,-208,251,-120
-1132,108,15324,-208,251,-120
-1064,192,15468,-206,271,-126
-1064,192,15468,-206,271,-126
-1072,192,15472,-197,271,-122
-1072,192,15472,-197,271,-122
-1176,196,15428,-198,260,-135
-1176,196,15428,-198,260,-135
-1136,148,15400,-191,294,-139
-1056,264,15468,-170,275,-128
-1056,264,15468,-170,275,-128
-976,288,15532,-166,249,-105
-976,288,15532,-166,249,-105
-1064,280,15588,-168,243,-92
-972,392,15940,-173,240,-133
-952,468,15836,-194,254,-145
-952,468,15836,-194,254,-145
-1036,444,15896,-199,277,-132
-1036,444,15896,-199,277,-132
-1076,444,15828,-202,248,-109
-1076,444,15828,-202,248,-109
-1064,440,15880,-214,217,-121
-1108,416,15964,-216,227,-136
-1108,416,15964,-216,227,-136
-1064,536,15888,-212,253,-110
-1064,536,15888,-212,253,-110
-952,428,15952,-212,235,-93
-952,428,15952,-212,235,-93
-1032,400,15968,-211,221,-92
-1032,400,15968,-211,221,-92
-1064,420,15888,-208,215,-112
-1064,420,15888,-208,215,-112
-1048,292,15400,-225,222,-117
-1048,292,15400,-225,222,-117
-1044,248,15512,-216,246,-122
-1128,292,15600,-191,251,-122
-1128,292,15600,-191,251,-122
-1004,220,15344,-194,247,-117
-1004,220,15344,-194,247,-117
-1004,204,15448,-215,255,-106
-1004,204,15448,-215,255,-106
-932,268,15516,-209,264,-104
-932,268,15516,-209,264,-104
-916,284,15456,-192,273,-105
-916,284,15456,-192,273,-105
-984,176,15448,-196,277,-121
-984,176,15448,-196,277,-121
-1064,116,15600,-185,273,-127
-1064,116,15600,-185,273,-127
-972,172,15660,-182,280,-122
-1092,248,15692,-183,287,-98
-1092,248,15692,-183,287,-98
-1024,116,15732,-184,281,-93
-1024,116,15732,-184,281,-93
-1040,88,15836,-184,262,-111
-1040,88,15836,-184,262,-111
-1108,216,15828,-179,259,-125
-1108,216,15828,-179,259,-125
-1000,268,15904,-186,271,-121
-1000,268,15904,-186,271,-121
-1036,196,15896,-198,255,-113
-1036,196,15896,-198,255,-113
-972,272,15860,-213,244,-107
-1024,276,15788,-213,240,-114
-1024,276,15788,-213,240,-114
-1048,260,15940,-212,255,-126
-1064,344,15816,-198,248,-126
-1104,388,15740,-224,251,-127
-1104,388,15740,-224,251,-127
-1076,416,15648,-213,243,-114
-1076,416,15648,-213,243,-114
-1024,400,15812,-189,233,-109
-1024,400,15812,-189,233,-109
-1024,432,15620,-176,237,-91
-1024,432,15620,-176,237,-91
-1040,328,15544,-187,256,-99
-1040,328,15544,-187,256,-99
-1080,316,15680,-205,254,-100
-1140,360,15576,-203,262,-107
-1140,360,15576,-203,262,-107
-1168,460,15624,-202,244,-108
-1168,460,15624,-202,244,-108
-1120,388,15544,-199,241,-116
-1120,388,15544,-199,241,-116
-1140,168,15600,-185,264,-130
-1140,168,15600,-185,264,-130
-1076,216,15600,-185,266,-119
-1076,216,15600,-185,266,-119
-1116,164,15692,-194,267,-113
-1116,164,15692,-194,267,-113
-1112,216,15588,-196,267,-104
-1116,300,15596,-204,247,-109
-1116,300,15596,-204,247,-109
-1192,312,15656,-204,226,-115
-1192,312,15656,-204,226,-115
-1136,296,15548,-186,232,-122
-1136,296,15548,-186,232,-122
-1084,312,15488,-190,240,-114
-1084,312,15488,-190,240,-114
-964,188,15528,-200,235,-124
-964,188,15528,-200,235,-124
-1052,288,15624,-211,259,-133
-1052,288,15624,-211,259,-133
-1092,324,15740,-196,257,-136
-976,204,15716,-199,276,-122
-976,204,15716,-199,276,-122
-1000,252,15640,-194,274,-119
-1000,252,15640,-194,274,-119
-1116,252,15648,-198,255,-126
-1116,252,15648,-198,255,-126
-1164,260,15712,-197,260,-119
-1164,260,15712,-197,260,-119
-1088,344,15716,-189,277,-111
-1088,344,15716,-189,277,-111
-1040,328,15788,-190,260,-108
-1040,328,15788,-190,260,-108
-1128,340,15744,-202,243,-104
-1128,340,15744,-202,243,-104
-1148,292,15676,-176,255,-102
-1104,500,15872,-197,236,-124
-1104,500,15872,-197,236,-124
-1116,356,15812,-204,236,-129
-1116,356,15812,-204,236,-129
-1012,304,15892,-218,230,-131
-1012,304,15892,-218,230,-131
-1148,448,15768,-221,232,-122
-1148,448,15768,-221,232,-122
-1188,288,15788,-194,236,-106
-1188,288,15788,-194,236,-106
-1148,356,15664,-189,249,-113
-1148,356,15664,-189,249,-113
-1068,348,15676,-191,245,-120
