1613,-1176,260,15552,-218,255,-125
1630,-1144,320,15712,-209,239,-111
1630,-1144,320,15712,-209,239,-111
1631,-1168,400,15720,-193,250,-114
1631,-1168,400,15720,-193,250,-114
1632,-1124,360,15632,-206,261,-126
1632,-1124,360,15632,-206,261,-126
1633,-1184,272,15592,-216,245,-112
1633,-1184,272,15592,-216,245,-112
1634,-1172,280,15668,-207,236,-110
1635,-1172,280,15668,-207,236,-110
1635,-1108,272,15680,-207,264,-112
1636,-1144,256,15580,-192,279,-124
1636,-1144,256,15580,-192,279,-124
1637,-1216,260,15536,-190,254,-125
1644,-1048,360,15632,-201,255,-84
1645,-1076,292,15568,-197,252,-107
1645,-1076,292,15568,-197,252,-107
1646,-1092,260,15652,-196,245,-128
1646,-1092,260,15652,-196,245,-128
1647,-1100,244,15716,-197,258,-130
1647,-1100,244,15716,-197,258,-130
1648,-1072,416,15764,-201,266,-123
1648,-1072,416,15764,-201,266,-123
1649,-1080,360,15708,-203,252,-117
1649,-1056,300,15764,-216,245,-126
1650,-1056,300,15764,-216,245,-126
1651,-1072,348,15708,-213,252,-119
1651,-1072,348,15708,-213,252,-119
1652,-1188,384,15668,-218,236,-137
1659,-1188,324,15836,-189,252,-117
1660,-1184,276,15820,-206,251,-111
1660,-1184,276,15820,-206,251,-111
1661,-1216,316,15580,-192,240,-117
1661,-1216,316,15580,-192,240,-117
1662,-1148,356,15632,-189,244,-118
1662,-1148,356,15632,-189,244,-118
1663,-1184,304,15724,-201,256,-120
1663,-1088,188,15696,-209,246,-131
1664,-1088,188,15696,-209,246,-131
1664,-1108,244,15612,-212,239,-126
1665,-1108,244,15612,-212,239,-126
1666,-1156,352,15644,-199,247,-118
1666,-1156,352,15644,-199,247,-118
1673,-1148,332,15596,-201,243,-106
1674,-1148,332,15596,-201,243,-106
1675,-1136,324,15596,-185,234,-99
1675,-1136,324,15596,-185,234,-99
1676,-1124,316,15644,-180,256,-99
1676,-1116,244,15612,-178,269,-107
1677,-1116,244,15612,-178,269,-107
