6033,-1216,260,15776,-201,215,-105
6050,-1164,260,15712,-199,254,-100
6050,-1128,280,15692,-206,262,-109
6051,-1128,280,15692,-206,262,-109
6051,-1140,292,15732,-206,262,-111
6052,-1216,308,15680,-207,240,-116
6052,-1216,308,15680,-207,240,-116
6053,-1180,328,15556,-207,221,-96
6053,-1180,328,15556,-207,221,-96
6054,-1244,368,15652,-195,242,-110
6054,-1244,368,15652,-195,242,-110
6055,-1184,312,15812,-198,241,-105
6055,-1184,312,15812,-198,241,-105
6056,-1144,292,15744,-208,245,-110
6057,-1144,292,15744,-208,245,-110
6064,-1132,216,15728,-200,244,-106
6064,-1212,316,15680,-208,243,-111
6065,-1212,316,15680,-208,243,-111
6066,-1120,304,15696,-210,251,-134
6066,-1120,304,15696,-210,251,-134
6067,-1160,312,15660,-206,257,-134
6067,-1160,312,15660,-206,257,-134
6068,-1184,336,15612,-197,252,-122
6068,-1184,336,15612,-197,252,-122
6069,-1152,316,15536,-184,271,-111
6069,-1152,316,15536,-184,271,-111
6070,-1172,384,15688,-186,271,-95
6070,-1160,340,15628,-210,253,-108
6071,-1160,340,15628,-210,253,-108
6072,-1136,308,15644,-222,237,-107
6079,-1172,244,15692,-212,250,-104
6079,-1064,280,15668,-204,236,-116
6080,-1064,280,15668,-204,236,-116
6081,-1088,344,15696,-195,243,-120
6081,-1088,344,15696,-195,243,-120
6082,-1176,260,15724,-195,259,-117
6082,-1176,260,15724,-195,259,-117
6083,-1116,232,15712,-199,248,-123
6083,-1116,232,15712,-199,248,-123
6084,-1108,344,15652,-199,255,-111
6084,-1176,380,15568,-199,258,-105
6085,-1176,380,15568,-199,258,-105
6085,-1276,328,15672,-195,252,-111
6086,-1276,328,15672,-195,252,-111
6093,-1216,352,15572,-213,262,-120
6094,-1216,352,15572,-213,262,-120
6094,-1240,308,15692,-203,239,-115
6095,-1240,308,15692,-203,239,-115
6095,-1176,212,15648,-196,223,-103
6096,-1176,212,15648,-196,223,-103
6097,-1132,200,15632,-210,248,-88
6097,-1132,200,15632,-210,248,-88
6098,-1112,248,15780,-203,275,-94
6098,-1180,248,15548,-194,245,-102
6099,-1180,248,15548,-194,245,-102
6099,-1224,248,15620,-192,237,-111
6100,-1224,248,15620,-192,237,-111
6100,-1076,368,15664,-202,250,-112
6101,-1076,368,15664,-202,250,-112
6108,-1156,308,15616,-188,249,-109
6109,-1156,308,15616,-188,249,-109
6109,-1072,320,15756,-194,255,-107
6110,-1072,320,15756,-194,255,-107
6110,-1120,280,15680,-198,252,-121
6111,-1120,280,15680,-198,252,-121
6111,-1148,268,15612,-194,257,-106
6112,-1100,356,15632,-191,243,-97
6113,-1100,356,15632,-191,243,-97
6113,-1164,260,15700,-206,245,-118
6114,-1164,260,15700,-206,245,-118
6114,-1116,168,15672,-212,248,-131
6115,-1116,168,15672,-212,248,-131
6115,-1192,276,15700,-202,257,-136
6116,-1192,276,15700,-202,257,-136
6123,-1080,320,15728,-199,216,-145
6124,-1080,320,15728,-199,216,-145
6124,-1180,316,15664,-214,245,-131
6125,-1180,316,15664,-214,245,-131
6125,-1152,296,15572,-214,267,-119
6126,-1116,324,15624,-212,256,-133
6126,-1116,324,15624,-212,256,-133
6127,-1100,224,15648,-201,259,-143
6127,-1100,224,15648,-201,259,-143
6128,-1100,300,15560,-197,271,-133
6129,-1100,300,15560,-197,271,-133
6129,-1220,320,15668,-197,261,-125
6130,-1220,320,15668,-197,261,-125
6130,-1168,336,15568,-207,264,-99
6131,-1168,336,15568,-207,264,-99
6138,-1080,248,15548,-191,240,-111
6139,-1100,240,15612,-175,256,-110
6139,-1100,240,15612,-175,256,-110
6140,-1136,260,15780,-184,266,-94
6140,-1136,260,15780,-184,266,-94
6141,-1228,248,15744,-201,255,-103
6141,-1228,248,15744,-201,255,-103
6142,-1192,264,15688,-207,251,-112
6142,-1192,264,15688,-207,251,-112
6143,-1104,292,15788,-208,259,-120
6143,-1104,292,15788,-208,259,-120
6144,-1156,280,15728,-205,256,-124
6145,-1280,340,15720,-190,242,-102
6145,-1280,340,15720,-190,242,-102
6153,-1112,284,15748,-204,220,-103
6153,-1112,284,15748,-204,220,-103
6154,-1156,372,15668,-201,233,-99
6154,-1156,372,15668,-201,233,-99
6155,-1120,236,15720,-185,260,-116
6155,-1120,236,15720,-185,260,-116
6156,-1192,212,15764,-170,266,-117
6156,-1192,212,15764,-170,266,-117
6157,-1156,192,15716,-176,245,-112
6157,-1156,192,15716,-176,245,-112
6158,-1180,204,15556,-191,239,-96
6158,-1200,240,15644,-205,249,-96
6159,-1200,240,15644,-205,249,-96
6160,-1152,296,15652,-195,252,-101
6160,-1152,296,15652,-195,252,-101
6167,-1128,184,15624,-212,242,-128
6168,-1128,184,15624,-212,242,-128
6169,-1112,264,15728,-206,251,-140
6169,-1112,264,15728,-206,251,-140
6170,-1100,380,15592,-208,269,-129
6170,-1100,380,15592,-208,269,-129
6171,-1164,396,15632,-213,275,-106
6171,-1164,396,15632,-213,275,-106
6172,-1128,360,15672,-206,262,-105
6172,-1100,248,15784,-195,256,-102
6173,-1100,248,15784,-195,256,-102
6173,-1144,412,15696,-193,269,-102
6174,-1144,412,15696,-193,269,-102
6174,-1152,360,15712,-193,266,-104
6175,-1152,360,15712,-193,266,-104
6182,-1152,356,15588,-199,273,-121
6183,-1152,356,15588,-199,273,-121
6183,-1148,308,15584,-210,262,-120
6184,-1148,308,15584,-210,262,-120
6185,-1120,304,15604,-208,262,-117
6185,-1120,304,15604,-208,262,-117
6186,-1144,324,15676,-199,272,-114
6186,-1084,240,15680,-192,256,-118
6187,-1084,240,15680,-192,256,-118
6187,-1132,236,15616,-193,242,-108
6188,-1132,236,15616,-193,242,-108
6188,-1124,256,15684,-191,226,-113
6189,-1124,256,15684,-191,226,-113
6189,-1212,304,15728,-200,244,-126
6197,-1088,312,15800,-205,225,-132
6197,-984,248,15780,-188,270,-126
6198,-984,248,15780,-188,270,-126
6198,-1096,168,15664,-179,282,-110
6199,-1268,304,15636,-192,251,-111
6199,-1268,304,15636,-192,251,-111
6200,-1148,252,15652,-193,229,-107
6201,-1148,252,15652,-193,229,-107
6201,-1140,292,15640,-185,261,-101
6202,-1140,292,15640,-185,261,-101
6202,-1164,116,15596,-208,272,-105
6203,-1164,116,15596,-208,272,-105
6203,-1184,220,15724,-227,254,-111
6204,-1184,220,15724,-227,254,-111
6204,-1104,336,15656,-222,241,-123
6212,-1232,204,15732,-208,266,-122
6212,-1120,368,15676,-205,246,-107
6213,-1180,280,15816,-211,246,-112
6213,-1180,280,15816,-211,246,-112
6214,-1236,256,15792,-199,255,-123
6214,-1236,256,15792,-199,255,-123
6215,-1216,312,15628,-201,248,-107
