1958390,2408,2016,15312,-169,441,-253,3841,25789534,37757
1958456,2476,1984,15148,-164,432,-275,3841,25790295,37757
1958457,2476,1984,15148,-164,432,-275,3841,25790295,37757
1958458,2540,1952,15264,-172,431,-241,3841,25790295,37757
1958459,2480,1976,15328,-169,423,-250,3841,25790295,37757
1958460,2396,2100,15328,-159,439,-269,3841,25790295,37757
1958461,2480,2040,15416,-173,433,-271,3841,25790295,37757
1958462,2460,2048,15380,-175,413,-274,3841,25790295,37757
1958463,2448,2016,15316,-168,419,-276,3841,25790295,37757
1958470,2464,2068,15204,-181,408,-247,3841,25790295,37757
1958471,2540,2040,15248,-174,426,-257,3841,25790295,37757
1958472,2588,2168,15116,-164,413,-249,3841,25790295,37757
1958473,2588,2168,15116,-164,413,-249,3841,25790295,37757
1958474,2524,1940,15224,-161,412,-243,3841,25790295,37757
1958475,2548,1892,15228,-173,422,-243,3841,25790295,37757
1958476,2592,2052,15064,-176,430,-234,3841,25790295,37757
1958477,2576,2088,15264,-169,420,-236,3841,25790295,37757
1958477,2572,2132,15276,-182,413,-233,3841,25790295,37757
1958485,2568,2068,15208,-160,415,-234,3841,25790295,37757
1958486,2568,2000,15272,-158,434,-237,3841,25790295,37757
1958487,2560,2020,15296,-161,439,-248,3841,25790295,37757
1958488,2560,2020,15296,-161,439,-248,3841,25790295,37757
1958489,2636,2164,15360,-169,423,-238,3841,25790295,37757
1958489,2616,2112,15292,-167,413,-247,3841,25790295,37757
1958490,2612,2092,15144,-173,418,-261,3841,25790295,37757
1958491,2556,2040,15140,-177,407,-255,3841,25790295,37757
1958492,2604,2052,15188,-161,422,-242,3841,25790295,37757
1958500,2564,2052,15292,-186,415,-236,3841,25790295,37757
1958501,2512,2028,15116,-174,408,-231,3841,25790295,37757
1958502,2428,2052,15196,-168,423,-248,3841,25790295,37757
1958502,2416,2076,15216,-174,441,-255,3841,25790295,37757
1958503,2416,2076,15216,-174,441,-255,3841,25790295,37757
1958504,2520,2032,15288,-174,420,-261,3841,25790295,37757
1958505,2416,2080,15336,-186,422,-250,3841,25790295,37757
1958506,2396,1996,15260,-180,425,-234,3841,25790295,37757
1958507,2536,2068,15292,-177,423,-230,3841,25790295,37757
1958515,2588,2060,15284,-171,443,-235,3841,25790295,37757
1958515,2576,2172,15220,-159,441,-232,3841,25790295,37757
1958516,2540,2072,15224,-165,418,-253,3841,25790295,37757
1958517,2612,2056,15288,-169,403,-260,3841,25790295,37757
1958518,2592,2044,15296,-156,407,-251,3841,25790295,37757
1958519,2592,2044,15296,-156,407,-251,3841,25790295,37757
1958520,2544,2044,15264,-171,409,-239,3841,25790295,37757
1958521,2512,2068,15288,-177,422,-243,3841,25790295,37757
1958522,2484,2076,15216,-183,422,-250,3841,25790295,37757
1958529,2424,2148,15296,-167,423,-276,3841,25790295,37757
1958530,2436,2164,15312,-174,427,-264,3841,25790295,37757
1958531,2392,2108,15392,-161,413,-240,3841,25790295,37757
1958532,2364,2088,15340,-183,437,-229,3841,25790295,37757
1958533,2460,2064,15332,-187,446,-252,3841,25790295,37757
1958534,2460,2064,15332,-187,446,-252,3841,25790295,37757
1958535,2480,2180,15276,-174,444,-257,3841,25790295,37757
1958535,2384,2224,15208,-178,414,-252,3841,25790295,37757
1958543,2508,1952,15164,-172,411,-239,3841,25790295,37757
1958544,2508,2168,15228,-164,401,-255,3841,25790295,37757
1958545,2428,2120,15288,-176,421,-240,3841,25790295,37757
1958546,2420,2088,15220,-175,419,-236,3841,25790295,37757
1958547,2424,2084,15364,-177,416,-241,3841,25790295,37757
1958548,2480,2056,15232,-180,415,-243,3841,25790295,37757
1958548,2468,2080,15112,-184,420,-243,3841,25790295,37757
1958549,2468,2080,15112,-184,420,-243,3841,25790295,37757
1958550,2448,2160,15136,-187,400,-240,3841,25790295,37757
1958558,2540,2172,15256,-170,395,-271,3841,25790295,37757
1958559,2476,2116,15216,-182,405,-254,3841,25790295,37757
1958560,2428,2040,15148,-193,436,-229,3841,25790295,37757
1958560,2356,2040,15148,-196,433,-234,3841,25790295,37757
1958561,2392,2068,15092,-189,421,-252,3841,25790295,37757
1958562,2476,2008,15168,-178,418,-255,3841,25790295,37757
1958563,2296,2044,15192,-179,406,-252,3841,25790295,37757
1958564,2344,2064,15260,-170,420,-251,3841,25790295,37757
1958565,2344,2064,15260,-170,420,-251,3841,25790295,37757
1958573,2488,2020,15232,-169,447,-236,3841,25790295,37757
1958573,2420,2064,15396,-180,426,-241,3841,25790295,37757
1958574,2496,2052,15216,-175,391,-235,3841,25790295,37757
1958575,2528,2068,15316,-173,408,-220,3841,25790295,37757
1958576,2560,2064,15268,-170,424,-231,3841,25790295,37757
1958577,2380,2144,15112,-178,414,-250,3841,25790295,37757
1958578,2440,2128,15304,-184,392,-263,3841,25790295,37757
1958579,2488,2136,15320,-193,420,-242,3841,25790295,37757
1958580,2488,2136,15320,-193,420,-242,3841,25790295,37757
1958587,2472,1968,15284,-183,427,-241,3841,25790295,37757
1958588,2488,2112,15216,-182,426,-239,3841,25790295,37757
1958589,2484,2064,15336,-174,428,-249,3841,25790295,37757
1958590,2444,2124,15288,-183,419,-250,3841,25790295,37757
1958591,2536,2028,15284,-186,424,-232,3841,25790295,37757
1958592,2500,2088,15184,-177,418,-230,3841,25790295,37757
1958593,2488,2040,15340,-185,407,-242,3841,25790295,37757
1958594,2452,2124,15296,-180,415,-256,3841,25790295,37757
1958594,2460,2072,15344,-182,411,-262,3841,25790295,37757
1958602,2464,2068,15208,-190,414,-249,3841,25790295,37757
1958603,2496,1984,15236,-175,426,-232,3841,25790295,37757
1958604,2412,2032,15300,-186,427,-245,3841,25790295,37757
1958605,2492,2000,15232,-182,403,-272,3841,25790295,37757
1958606,2472,2068,15196,-177,396,-279,3841,25790295,37757
1958606,2464,2108,15160,-177,436,-271,3841,25790295,37757
1958607,2428,1932,15144,-170,448,-245,3841,25790295,37757
1958608,2436,2152,15316,-182,429,-229,3841,25790295,37757
1958609,2376,2180,15200,-182,410,-229,3841,25790295,37757
1958617,2484,2092,15384,-176,433,-268,3841,25790295,37757
1958618,2476,2056,15228,-177,417,-261,3841,25790295,37757
1958619,2536,2072,15232,-183,414,-247,3841,25790295,37757
1958643,2444,2104,15208,-171,400,-236,3841,25790295,37757
1958644,2516,2116,15152,-162,402,-250,3841,25790295,37757
1958645,2516,2116,15152,-162,402,-250,3841,25790295,37757
1958646,2492,2100,15212,-177,426,-269,3841,25790295,37757
1958647,2496,2084,15228,-186,431,-252,3841,25790295,37757
1958655,2548,2056,15288,-166,404,-261,3841,25790295,37757
1958655,2548,2112,15256,-177,408,-266,3841,25790295,37757
1958656,2540,2056,15244,-193,413,-250,3841,25790295,37757
1958657,2480,2072,15288,-204,429,-244,3841,25790295,37757
1958658,2496,2048,15264,-189,413,-250,3841,25790295,37757
1958659,2480,2052,15324,-182,394,-262,3841,25790295,37757
1958660,2508,2084,15312,-179,399,-267,3841,25790295,37757
1958661,2508,2084,15312,-179,399,-267,3841,25790295,37757
1958662,2484,2116,15272,-195,423,-265,3841,25790295,37757
1958669,2576,2048,15268,-175,445,-267,3841,25790295,37757
1958670,2524,2156,15176,-188,434,-267,3841,25790295,37757
1958671,2488,2036,15168,-187,410,-259,3841,25790295,37757
1958672,2564,2056,15096,-178,417,-263,3841,25790295,37757
1958673,2576,2068,15168,-188,427,-246,3841,25790295,37757
1958674,2556,2104,15240,-184,416,-259,3841,25790295,37757
1958675,2648,2064,15268,-185,413,-267,3841,25790295,37757
1958676,2648,2064,15268,-185,413,-267,3841,25790295,37757
1958676,2656,1984,15320,-194,425,-262,3841,25790295,37757
1958684,2576,1948,15368,-186,428,-249,3841,25790295,37757
